market_ticker,timestamp,open,high,low,close,volume,open_interest,label
HIGHNY-24SEP24-B66.5,2024-09-24 04:00:00,0.06,0.23,0.06,0.18,1535,1506,0
HIGHNY-24SEP24-B66.5,2024-09-25 04:00:00,0.2,0.98,0.01,0.95,5134,5097,1
HIGHNY-24SEP23-T72,2024-09-23 04:00:00,0.07,0.12,0.07,0.12,34,34,0
HIGHNY-24SEP23-T72,2024-09-24 04:00:00,0.02,0.03,0.01,0.01,654,686,0
HIGHNY-24SEP23-B71.5,2024-09-23 04:00:00,0.39,0.39,0.11,0.11,3172,2368,0
HIGHNY-24SEP23-B71.5,2024-09-24 04:00:00,0.04,0.09,0.01,0.01,3415,3543,0
HIGHNY-24SEP23-B69.5,2024-09-23 04:00:00,0.44,0.55,0.32,0.33,3713,2346,0
HIGHNY-24SEP23-B69.5,2024-09-24 04:00:00,0.35,0.49,0.01,0.01,3215,2666,0
HIGHNY-24SEP23-B67.5,2024-09-23 04:00:00,0.15,0.37,0.14,0.36,1942,982,0
HIGHNY-24SEP23-B67.5,2024-09-24 04:00:00,0.46,0.99,0.45,0.98,4988,5003,1
HIGHNY-24SEP23-B65.5,2024-09-24 04:00:00,0.02,0.14,0.01,0.01,9996,9994,0
HIGHNY-24SEP23-T65,2024-09-23 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP22-T76,2024-09-22 04:00:00,0.12,0.2,0.12,0.15,871,870,0
HIGHNY-24SEP22-T76,2024-09-23 04:00:00,0.18,0.18,0.01,0.15,137,1005,0
HIGHNY-24SEP22-B75.5,2024-09-22 04:00:00,0.4,0.54,0.4,0.49,997,972,0
HIGHNY-24SEP22-B75.5,2024-09-23 04:00:00,0.4,0.5,0.01,0.01,262,1131,0
HIGHNY-24SEP22-B73.5,2024-09-22 04:00:00,0.33,0.45,0.31,0.32,1451,1332,0
HIGHNY-24SEP22-B73.5,2024-09-23 04:00:00,0.48,0.99,0.39,0.99,728,1711,1
HIGHNY-24SEP22-B71.5,2024-09-22 04:00:00,0.11,0.11,0.01,0.01,12,12,0
HIGHNY-24SEP22-B71.5,2024-09-23 04:00:00,0.01,0.03,0.01,0.03,136,148,0
HIGHNY-24SEP22-B69.5,2024-09-22 04:00:00,0.02,0.02,0.01,0.01,7,7,0
HIGHNY-24SEP22-B69.5,2024-09-23 04:00:00,0.01,0.01,0.01,0.01,48,55,0
HIGHNY-24SEP22-T69,2024-09-22 04:00:00,0.02,0.02,0.01,0.01,7,7,0
HIGHNY-24SEP22-T69,2024-09-23 04:00:00,0.01,0.01,0.01,0.01,50,57,0
HIGHNY-24SEP21-T79,2024-09-21 04:00:00,0.06,0.13,0.06,0.13,339,339,0
HIGHNY-24SEP21-T79,2024-09-22 04:00:00,0.14,0.14,0.01,0.01,998,1327,0
HIGHNY-24SEP21-B78.5,2024-09-21 04:00:00,0.28,0.41,0.16,0.41,1911,1245,0
HIGHNY-24SEP21-B78.5,2024-09-22 04:00:00,0.48,0.99,0.45,0.99,1064,1734,1
HIGHNY-24SEP21-B76.5,2024-09-21 04:00:00,0.44,0.49,0.35,0.41,1509,818,0
HIGHNY-24SEP21-B76.5,2024-09-22 04:00:00,0.19,0.66,0.01,0.01,510,976,0
HIGHNY-24SEP21-B74.5,2024-09-21 04:00:00,0.25,0.4,0.1,0.12,1978,1582,0
HIGHNY-24SEP21-B74.5,2024-09-22 04:00:00,0.07,0.1,0.01,0.01,133,1711,0
HIGHNY-24SEP21-B72.5,2024-09-21 04:00:00,0.04,0.04,0.01,0.01,274,274,0
HIGHNY-24SEP21-T72,2024-09-21 04:00:00,0.01,0.01,0.01,0.01,71,69,0
HIGHNY-24SEP20-T79,2024-09-20 04:00:00,0.15,0.63,0.13,0.49,2010,1006,0
HIGHNY-24SEP20-T79,2024-09-21 04:00:00,0.54,0.99,0.11,0.99,5134,2760,1
HIGHNY-24SEP20-T72,2024-09-20 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP20-B78.5,2024-09-20 04:00:00,0.49,0.49,0.25,0.41,1263,828,0
HIGHNY-24SEP20-B78.5,2024-09-21 04:00:00,0.43,0.53,0.01,0.01,3068,2778,0
HIGHNY-24SEP20-B76.5,2024-09-20 04:00:00,0.35,0.38,0.1,0.15,1047,988,0
HIGHNY-24SEP20-B76.5,2024-09-21 04:00:00,0.16,0.22,0.01,0.01,3551,2505,0
HIGHNY-24SEP20-B74.5,2024-09-20 04:00:00,0.12,0.12,0.02,0.02,57,57,0
HIGHNY-24SEP20-B74.5,2024-09-21 04:00:00,0.02,0.02,0.01,0.01,96,153,0
HIGHNY-24SEP20-B72.5,2024-09-20 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP19-T79,2024-09-19 04:00:00,0.15,0.85,0.13,0.61,6111,5851,0
HIGHNY-24SEP19-T79,2024-09-20 04:00:00,0.71,0.99,0.7,0.99,446,6200,1
HIGHNY-24SEP19-B78.5,2024-09-19 04:00:00,0.43,0.46,0.27,0.27,2374,1494,0
HIGHNY-24SEP19-B78.5,2024-09-20 04:00:00,0.02,0.02,0.01,0.01,317,1766,0
HIGHNY-24SEP19-B76.5,2024-09-19 04:00:00,0.35,0.66,0.15,0.66,666,564,0
HIGHNY-24SEP19-B76.5,2024-09-20 04:00:00,0.01,0.01,0.01,0.01,80,636,0
HIGHNY-24SEP19-B74.5,2024-09-19 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP19-B72.5,2024-09-19 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP19-T72,2024-09-19 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP18-T77,2024-09-18 04:00:00,0.08,0.2,0.05,0.05,142,134,0
HIGHNY-24SEP18-T77,2024-09-19 04:00:00,0.05,0.34,0.01,0.01,2455,2039,0
HIGHNY-24SEP18-B76.5,2024-09-18 04:00:00,0.21,0.49,0.19,0.34,1919,1339,0
HIGHNY-24SEP18-B76.5,2024-09-19 04:00:00,0.22,0.65,0.01,0.01,1492,1471,0
HIGHNY-24SEP18-B74.5,2024-09-18 04:00:00,0.49,0.49,0.23,0.42,2318,1071,0
HIGHNY-24SEP18-B74.5,2024-09-19 04:00:00,0.5,0.99,0.03,0.99,3713,3444,1
HIGHNY-24SEP18-B72.5,2024-09-18 04:00:00,0.12,0.23,0.12,0.17,1870,1131,0
HIGHNY-24SEP18-B72.5,2024-09-19 04:00:00,0.22,0.25,0.01,0.01,2606,3030,0
HIGHNY-24SEP18-B70.5,2024-09-18 04:00:00,0.01,0.01,0.01,0.01,28,28,0
HIGHNY-24SEP18-B70.5,2024-09-19 04:00:00,0.01,0.01,0.01,0.01,89,117,0
HIGHNY-24SEP18-T70,2024-09-18 04:00:00,0.01,0.01,0.01,0.01,28,28,0
HIGHNY-24SEP18-T70,2024-09-19 04:00:00,0.01,0.01,0.01,0.01,22,50,0
HIGHNY-24SEP17-T81,2024-09-18 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP17-T74,2024-09-17 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP17-B80.5,2024-09-17 04:00:00,0.19,0.22,0.19,0.2,932,780,0
HIGHNY-24SEP17-B80.5,2024-09-18 04:00:00,0.06,0.25,0.01,0.01,416,996,0
HIGHNY-24SEP17-B78.5,2024-09-17 04:00:00,0.48,0.63,0.44,0.61,1369,1281,0
HIGHNY-24SEP17-B78.5,2024-09-18 04:00:00,0.57,0.99,0.49,0.99,1468,1654,1
HIGHNY-24SEP17-B76.5,2024-09-17 04:00:00,0.45,0.45,0.19,0.24,2553,1464,0
HIGHNY-24SEP17-B76.5,2024-09-18 04:00:00,0.29,0.48,0.01,0.01,3294,2831,0
HIGHNY-24SEP17-B74.5,2024-09-17 04:00:00,0.02,0.02,0.02,0.02,10,10,0
HIGHNY-24SEP17-B74.5,2024-09-18 04:00:00,0.01,0.01,0.01,0.01,50,60,0
HIGHNY-24SEP16-T80,2024-09-16 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP16-T80,2024-09-17 04:00:00,0.02,0.02,0.01,0.01,106,155,0
HIGHNY-24SEP16-T73,2024-09-16 04:00:00,0.01,0.01,0.01,0.01,51,51,0
HIGHNY-24SEP16-B79.5,2024-09-16 04:00:00,0.21,0.23,0.01,0.12,656,553,0
HIGHNY-24SEP16-B79.5,2024-09-17 04:00:00,0.15,0.19,0.06,0.08,1685,1283,0
HIGHNY-24SEP16-B77.5,2024-09-16 04:00:00,0.52,0.72,0.5,0.66,2094,1557,0
HIGHNY-24SEP16-B77.5,2024-09-17 04:00:00,0.67,0.99,0.03,0.99,2046,1996,1
HIGHNY-24SEP16-B75.5,2024-09-16 04:00:00,0.26,0.44,0.09,0.15,1394,1173,0
HIGHNY-24SEP16-B75.5,2024-09-17 04:00:00,0.14,0.96,0.01,0.01,1689,1633,0
HIGHNY-24SEP16-B73.5,2024-09-16 04:00:00,0.05,0.11,0.03,0.04,222,222,0
HIGHNY-24SEP16-B73.5,2024-09-17 04:00:00,0.03,0.08,0.01,0.07,142,364,0
HIGHNY-24SEP15-T82,2024-09-15 04:00:00,0.01,0.07,0.01,0.01,49,48,0
HIGHNY-24SEP15-T82,2024-09-16 04:00:00,0.01,0.01,0.01,0.01,3,51,0
HIGHNY-24SEP15-T75,2024-09-15 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP15-B81.5,2024-09-15 04:00:00,0.21,0.21,0.1,0.19,602,592,0
HIGHNY-24SEP15-B81.5,2024-09-16 04:00:00,0.22,0.39,0.01,0.01,465,993,0
HIGHNY-24SEP15-B79.5,2024-09-15 04:00:00,0.46,0.59,0.44,0.59,778,621,0
HIGHNY-24SEP15-B79.5,2024-09-16 04:00:00,0.61,0.99,0.61,0.99,1319,1349,1
HIGHNY-24SEP15-B77.5,2024-09-15 04:00:00,0.25,0.4,0.24,0.26,308,264,0
HIGHNY-24SEP15-B77.5,2024-09-16 04:00:00,0.15,0.52,0.01,0.01,1691,1916,0
HIGHNY-24SEP15-B75.5,2024-09-15 04:00:00,0.11,0.11,0.01,0.01,49,49,0
HIGHNY-24SEP15-B75.5,2024-09-16 04:00:00,0.01,0.01,0.01,0.01,9,58,0
HIGHNY-24SEP14-T85,2024-09-14 04:00:00,0.01,0.38,0.01,0.03,89,85,0
HIGHNY-24SEP14-T85,2024-09-15 04:00:00,0.01,0.07,0.01,0.07,46,131,0
HIGHNY-24SEP14-B84.5,2024-09-14 04:00:00,0.2,0.33,0.13,0.24,2521,1951,0
HIGHNY-24SEP14-B84.5,2024-09-15 04:00:00,0.21,0.99,0.01,0.03,2295,1889,0
HIGHNY-24SEP14-B82.5,2024-09-14 04:00:00,0.5,0.63,0.5,0.6,1225,1148,0
HIGHNY-24SEP14-B82.5,2024-09-15 04:00:00,0.64,0.99,0.33,0.97,1814,2009,1
HIGHNY-24SEP14-B80.5,2024-09-14 04:00:00,0.27,0.33,0.05,0.15,337,234,0
HIGHNY-24SEP14-B80.5,2024-09-15 04:00:00,0.05,0.36,0.01,0.01,1536,1472,0
HIGHNY-24SEP14-B78.5,2024-09-14 04:00:00,0.02,0.02,0.01,0.01,49,49,0
HIGHNY-24SEP14-B78.5,2024-09-15 04:00:00,0.01,0.01,0.01,0.01,7,56,0
HIGHNY-24SEP14-T78,2024-09-14 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP14-T78,2024-09-15 04:00:00,0.01,0.01,0.01,0.01,1,51,0
HIGHNY-24SEP13-T85,2024-09-14 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP13-B84.5,2024-09-14 04:00:00,0.05,0.16,0.01,0.01,56,56,0
HIGHNY-24SEP13-B82.5,2024-09-13 04:00:00,0.14,0.37,0.14,0.33,1696,1479,0
HIGHNY-24SEP13-B82.5,2024-09-14 04:00:00,0.33,0.99,0.28,0.97,2224,2867,1
HIGHNY-24SEP13-B80.5,2024-09-13 04:00:00,0.45,0.58,0.45,0.47,979,978,0
HIGHNY-24SEP13-B80.5,2024-09-14 04:00:00,0.57,0.98,0.01,0.01,2287,2741,0
HIGHNY-24SEP13-B78.5,2024-09-13 04:00:00,0.37,0.37,0.08,0.08,705,466,0
HIGHNY-24SEP13-B78.5,2024-09-14 04:00:00,0.12,0.12,0.01,0.01,336,516,0
HIGHNY-24SEP13-T78,2024-09-13 04:00:00,0.03,0.03,0.03,0.03,10,10,0
HIGHNY-24SEP13-T78,2024-09-14 04:00:00,0.03,0.03,0.01,0.01,55,60,0
HIGHNY-24SEP12-T83,2024-09-12 04:00:00,0.01,0.01,0.01,0.01,51,51,0
HIGHNY-24SEP12-B82.5,2024-09-12 04:00:00,0.06,0.06,0.01,0.02,14,14,0
HIGHNY-24SEP12-B82.5,2024-09-13 04:00:00,0.08,0.08,0.01,0.01,98,108,0
HIGHNY-24SEP12-B80.5,2024-09-12 04:00:00,0.33,0.39,0.25,0.38,734,679,0
HIGHNY-24SEP12-B80.5,2024-09-13 04:00:00,0.35,0.99,0.03,0.97,2982,2534,1
HIGHNY-24SEP12-T76,2024-09-12 04:00:00,0.02,0.02,0.01,0.01,52,52,0
HIGHNY-24SEP12-T76,2024-09-13 04:00:00,0.01,0.01,0.01,0.01,186,238,0
HIGHNY-24SEP12-B78.5,2024-09-12 04:00:00,0.47,0.54,0.47,0.5,817,807,0
HIGHNY-24SEP12-B78.5,2024-09-13 04:00:00,0.51,0.95,0.01,0.03,6328,2511,0
HIGHNY-24SEP12-B76.5,2024-09-12 04:00:00,0.16,0.18,0.12,0.12,183,140,0
HIGHNY-24SEP12-B76.5,2024-09-13 04:00:00,0.09,0.1,0.01,0.01,914,1050,0
HIGHNY-24SEP11-T80,2024-09-11 04:00:00,0.06,0.06,0.01,0.02,56,54,0
HIGHNY-24SEP11-T80,2024-09-12 04:00:00,0.08,0.1,0.01,0.08,227,276,0
HIGHNY-24SEP11-B79.5,2024-09-11 04:00:00,0.24,0.47,0.19,0.45,2275,1710,0
HIGHNY-24SEP11-B79.5,2024-09-12 04:00:00,0.5,0.99,0.05,0.98,1009,2166,1
HIGHNY-24SEP11-B77.5,2024-09-11 04:00:00,0.52,0.57,0.46,0.5,1074,1073,0
HIGHNY-24SEP11-B77.5,2024-09-12 04:00:00,0.48,0.77,0.01,0.01,3665,4587,0
HIGHNY-24SEP11-B75.5,2024-09-11 04:00:00,0.22,0.28,0.05,0.13,453,451,0
HIGHNY-24SEP11-B75.5,2024-09-12 04:00:00,0.06,0.06,0.01,0.01,313,762,0
HIGHNY-24SEP11-B73.5,2024-09-11 04:00:00,0.01,0.01,0.01,0.01,48,48,0
HIGHNY-24SEP11-B73.5,2024-09-12 04:00:00,0.01,0.01,0.01,0.01,2,50,0
HIGHNY-24SEP11-T73,2024-09-11 04:00:00,0.01,0.01,0.01,0.01,48,48,0
HIGHNY-24SEP11-T73,2024-09-12 04:00:00,0.01,0.01,0.01,0.01,2,50,0
HIGHNY-24SEP10-T82,2024-09-10 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP10-T75,2024-09-10 04:00:00,0.02,0.02,0.02,0.02,1,1,0
HIGHNY-24SEP10-T75,2024-09-11 04:00:00,0.01,0.01,0.01,0.01,50,51,0
HIGHNY-24SEP10-B81.5,2024-09-11 04:00:00,0.06,0.06,0.01,0.01,65,65,0
HIGHNY-24SEP10-B79.5,2024-09-10 04:00:00,0.34,0.34,0.25,0.32,1064,699,0
HIGHNY-24SEP10-B79.5,2024-09-11 04:00:00,0.25,0.61,0.01,0.01,3789,2597,0
HIGHNY-24SEP10-B77.5,2024-09-10 04:00:00,0.47,0.58,0.47,0.58,698,698,0
HIGHNY-24SEP10-B77.5,2024-09-11 04:00:00,0.64,0.99,0.47,0.99,1172,1762,1
HIGHNY-24SEP10-B75.5,2024-09-10 04:00:00,0.16,0.17,0.06,0.06,33,31,0
HIGHNY-24SEP10-B75.5,2024-09-11 04:00:00,0.15,0.15,0.01,0.01,61,91,0
HIGHNY-24SEP09-T79,2024-09-09 04:00:00,0.01,0.01,0.01,0.01,1,1,0
HIGHNY-24SEP09-T79,2024-09-10 04:00:00,0.08,0.09,0.01,0.01,60,60,0
HIGHNY-24SEP09-B78.5,2024-09-09 04:00:00,0.13,0.36,0.11,0.26,3241,466,0
HIGHNY-24SEP09-B78.5,2024-09-10 04:00:00,0.17,0.36,0.01,0.03,1460,1232,0
HIGHNY-24SEP09-B76.5,2024-09-09 04:00:00,0.44,0.57,0.41,0.53,2202,1557,0
HIGHNY-24SEP09-B76.5,2024-09-10 04:00:00,0.5,0.8,0.01,0.01,3188,2676,0
HIGHNY-24SEP09-B74.5,2024-09-09 04:00:00,0.4,0.4,0.2,0.25,1708,746,0
HIGHNY-24SEP09-B74.5,2024-09-10 04:00:00,0.28,0.99,0.15,0.99,4328,3445,1
HIGHNY-24SEP09-B72.5,2024-09-09 04:00:00,0.08,0.16,0.02,0.09,967,6,0
HIGHNY-24SEP09-B72.5,2024-09-10 04:00:00,0.01,0.17,0.01,0.01,82,88,0
HIGHNY-24SEP09-T72,2024-09-09 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP08-T74,2024-09-09 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP08-T67,2024-09-09 04:00:00,0.01,0.01,0.01,0.01,150,150,0
HIGHNY-24SEP08-B73.5,2024-09-09 04:00:00,0.01,0.16,0.01,0.01,81,80,0
HIGHNY-24SEP08-B71.5,2024-09-08 04:00:00,0.3,0.49,0.19,0.45,1187,862,0
HIGHNY-24SEP08-B71.5,2024-09-09 04:00:00,0.63,0.99,0.01,0.01,2144,2881,0
HIGHNY-24SEP08-B69.5,2024-09-08 04:00:00,0.49,0.58,0.33,0.33,3163,1530,0
HIGHNY-24SEP08-B69.5,2024-09-09 04:00:00,0.35,0.99,0.11,0.99,2509,3176,1
HIGHNY-24SEP08-B67.5,2024-09-08 04:00:00,0.09,0.28,0.07,0.13,1852,1491,0
HIGHNY-24SEP08-B67.5,2024-09-09 04:00:00,0.01,0.5,0.01,0.01,200,1609,0
HIGHNY-24SEP07-T77,2024-09-07 04:00:00,0.03,0.08,0.03,0.03,948,947,0
HIGHNY-24SEP07-T77,2024-09-08 04:00:00,0.01,0.01,0.01,0.01,458,1397,0
HIGHNY-24SEP07-B76.5,2024-09-07 04:00:00,0.17,0.28,0.12,0.12,1717,1625,0
HIGHNY-24SEP07-B76.5,2024-09-08 04:00:00,0.17,0.99,0.09,0.99,709,2203,1
HIGHNY-24SEP07-B74.5,2024-09-07 04:00:00,0.49,0.61,0.29,0.49,2541,1244,0
HIGHNY-24SEP07-B74.5,2024-09-08 04:00:00,0.62,0.89,0.01,0.01,6882,7934,0
HIGHNY-24SEP07-B72.5,2024-09-07 04:00:00,0.22,0.54,0.16,0.25,3758,2134,0
HIGHNY-24SEP07-B72.5,2024-09-08 04:00:00,0.18,0.21,0.01,0.01,1875,2218,0
HIGHNY-24SEP07-T70,2024-09-07 04:00:00,0.01,0.03,0.01,0.01,376,375,0
HIGHNY-24SEP07-B70.5,2024-09-07 04:00:00,0.02,0.24,0.02,0.14,1809,1799,0
HIGHNY-24SEP07-B70.5,2024-09-08 04:00:00,0.01,0.01,0.01,0.01,811,1849,0
HIGHNY-24SEP06-T81,2024-09-06 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP06-B80.5,2024-09-06 04:00:00,0.15,0.18,0.14,0.14,80,71,0
HIGHNY-24SEP06-B80.5,2024-09-07 04:00:00,0.01,0.12,0.01,0.01,52,121,0
HIGHNY-24SEP06-B78.5,2024-09-06 04:00:00,0.17,0.42,0.13,0.17,1775,1072,0
HIGHNY-24SEP06-B78.5,2024-09-07 04:00:00,0.24,0.99,0.03,0.99,332,1305,1
HIGHNY-24SEP06-B76.5,2024-09-06 04:00:00,0.27,0.63,0.27,0.63,791,739,0
HIGHNY-24SEP06-B76.5,2024-09-07 04:00:00,0.56,0.97,0.01,0.01,2331,2977,0
HIGHNY-24SEP06-B74.5,2024-09-06 04:00:00,0.44,0.44,0.15,0.19,894,639,0
HIGHNY-24SEP06-B74.5,2024-09-07 04:00:00,0.19,0.19,0.01,0.01,1294,1473,0
HIGHNY-24SEP06-T74,2024-09-06 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP06-T74,2024-09-07 04:00:00,0.04,0.05,0.01,0.01,1008,1050,0
HIGHNY-24SEP05-T79,2024-09-05 04:00:00,0.02,0.1,0.01,0.1,130,120,0
HIGHNY-24SEP05-B78.5,2024-09-05 04:00:00,0.3,0.43,0.15,0.31,2939,1346,0
HIGHNY-24SEP05-B78.5,2024-09-06 04:00:00,0.27,0.31,0.01,0.01,1814,2264,0
HIGHNY-24SEP05-B76.5,2024-09-05 04:00:00,0.5,0.66,0.5,0.61,1584,1529,0
HIGHNY-24SEP05-B76.5,2024-09-06 04:00:00,0.72,0.99,0.68,0.99,2186,2989,1
HIGHNY-24SEP05-B74.5,2024-09-05 04:00:00,0.18,0.24,0.03,0.11,2015,1102,0
HIGHNY-24SEP05-B74.5,2024-09-06 04:00:00,0.09,0.09,0.01,0.01,573,1194,0
HIGHNY-24SEP05-B72.5,2024-09-05 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP05-T72,2024-09-05 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP04-T80,2024-09-04 04:00:00,0.01,0.01,0.01,0.01,140,140,0
HIGHNY-24SEP04-T80,2024-09-05 04:00:00,0.01,0.01,0.01,0.01,10,150,0
HIGHNY-24SEP04-B79.5,2024-09-04 04:00:00,0.15,0.16,0.11,0.11,1920,1779,0
HIGHNY-24SEP04-B79.5,2024-09-05 04:00:00,0.06,0.17,0.01,0.01,77,1856,0
HIGHNY-24SEP04-B77.5,2024-09-04 04:00:00,0.4,0.58,0.4,0.54,1550,1546,0
HIGHNY-24SEP04-B77.5,2024-09-05 04:00:00,0.67,0.99,0.64,0.99,2108,2222,1
HIGHNY-24SEP04-B75.5,2024-09-04 04:00:00,0.37,0.37,0.26,0.33,1403,1401,0
HIGHNY-24SEP04-B75.5,2024-09-05 04:00:00,0.2,0.53,0.01,0.01,613,1857,0
HIGHNY-24SEP04-B73.5,2024-09-04 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP04-T73,2024-09-04 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP03-T77,2024-09-04 04:00:00,0.01,0.03,0.01,0.03,95,95,0
HIGHNY-24SEP03-B76.5,2024-09-03 04:00:00,0.21,0.21,0.12,0.14,598,309,0
HIGHNY-24SEP03-B76.5,2024-09-04 04:00:00,0.06,0.13,0.01,0.01,1058,1214,0
HIGHNY-24SEP03-B74.5,2024-09-03 04:00:00,0.37,0.69,0.29,0.69,1243,1084,0
HIGHNY-24SEP03-B74.5,2024-09-04 04:00:00,0.7,0.99,0.56,0.99,642,1619,1
HIGHNY-24SEP03-B72.5,2024-09-03 04:00:00,0.38,0.54,0.19,0.22,1523,855,0
HIGHNY-24SEP03-B72.5,2024-09-04 04:00:00,0.27,0.96,0.01,0.01,871,1570,0
HIGHNY-24SEP03-B70.5,2024-09-03 04:00:00,0.14,0.14,0.08,0.08,15,10,0
HIGHNY-24SEP03-B70.5,2024-09-04 04:00:00,0.01,0.01,0.01,0.01,50,60,0
HIGHNY-24SEP03-T70,2024-09-04 04:00:00,0.01,0.01,0.01,0.01,51,51,0
HIGHNY-24SEP02-T81,2024-09-02 04:00:00,0.03,0.03,0.03,0.03,3,3,0
HIGHNY-24SEP02-T81,2024-09-03 04:00:00,0.01,0.03,0.01,0.03,206,209,0
HIGHNY-24SEP02-T74,2024-09-03 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP02-B80.5,2024-09-02 04:00:00,0.2,0.29,0.2,0.23,2075,1913,0
HIGHNY-24SEP02-B80.5,2024-09-03 04:00:00,0.34,0.34,0.01,0.01,163,1999,0
HIGHNY-24SEP02-B78.5,2024-09-02 04:00:00,0.49,0.64,0.44,0.6,1380,1295,0
HIGHNY-24SEP02-B78.5,2024-09-03 04:00:00,0.53,0.99,0.5,0.99,1186,2435,1
HIGHNY-24SEP02-B76.5,2024-09-02 04:00:00,0.27,0.27,0.11,0.18,1065,844,0
HIGHNY-24SEP02-B76.5,2024-09-03 04:00:00,0.14,0.39,0.01,0.01,1548,2381,0
HIGHNY-24SEP02-B74.5,2024-09-03 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24SEP01-T85,2024-09-01 04:00:00,0.02,0.02,0.02,0.02,1000,1000,0
HIGHNY-24SEP01-T85,2024-09-02 04:00:00,0.01,0.01,0.01,0.01,50,1050,0
HIGHNY-24SEP01-B84.5,2024-09-01 04:00:00,0.04,0.19,0.04,0.07,1096,1096,0
HIGHNY-24SEP01-B84.5,2024-09-02 04:00:00,0.08,0.08,0.01,0.01,60,1146,0
HIGHNY-24SEP01-B82.5,2024-09-01 04:00:00,0.36,0.53,0.2,0.46,4344,1592,0
HIGHNY-24SEP01-B82.5,2024-09-02 04:00:00,0.53,0.68,0.01,0.01,1267,2081,0
HIGHNY-24SEP01-B80.5,2024-09-01 04:00:00,0.37,0.47,0.32,0.32,1765,824,0
HIGHNY-24SEP01-B80.5,2024-09-02 04:00:00,0.33,0.99,0.15,0.99,2463,2979,1
HIGHNY-24SEP01-B78.5,2024-09-01 04:00:00,0.23,0.26,0.1,0.1,549,539,0
HIGHNY-24SEP01-B78.5,2024-09-02 04:00:00,0.03,0.1,0.01,0.01,260,599,0
HIGHNY-24SEP01-T78,2024-09-01 04:00:00,0.01,0.01,0.01,0.01,50,50,0
HIGHNY-24AUG31-T83,2024-09-01 04:00:00,0.01,0.11,0.01,0.01,59,50,0
HIGHNY-24AUG31-B82.5,2024-08-31 04:00:00,0.09,0.16,0.09,0.16,374,372,0
HIGHNY-24AUG31-B82.5,2024-09-01 04:00:00,0.16,0.16,0.01,0.01,136,472,0
HIGHNY-24AUG31-B80.5,2024-08-31 04:00:00,0.26,0.65,0.26,0.53,1490,871,0
HIGHNY-24AUG31-B80.5,2024-09-01 04:00:00,0.6,0.99,0.01,0.14,1042,1768,0
HIGHNY-24AUG31-B78.5,2024-08-31 04:00:00,0.36,0.36,0.21,0.36,2143,1630,0
HIGHNY-24AUG31-B78.5,2024-09-01 04:00:00,0.32,0.51,0.01,0.01,2003,2266,0
HIGHNY-24AUG31-B76.5,2024-08-31 04:00:00,0.07,0.14,0.07,0.14,129,126,0
HIGHNY-24AUG31-B76.5,2024-09-01 04:00:00,0.01,0.99,0.01,0.96,348,418,1
HIGHNY-24AUG31-T76,2024-09-01 04:00:00,0.01,0.05,0.01,0.05,72,66,0
HIGHNY-24AUG30-T78,2024-08-30 04:00:00,0.01,0.03,0.01,0.01,52,52,0
HIGHNY-24AUG30-B77.5,2024-08-30 04:00:00,0.05,0.97,0.02,0.02,115,115,0
HIGHNY-24AUG30-B77.5,2024-08-31 04:00:00,0.02,0.03,0.01,0.01,1192,1248,0
HIGHNY-24AUG30-B75.5,2024-08-30 04:00:00,0.1,0.23,0.1,0.18,1315,1297,0
HIGHNY-24AUG30-B75.5,2024-08-31 04:00:00,0.18,0.75,0.01,0.01,528,1639,0
HIGHNY-24AUG30-T71,2024-08-30 04:00:00,0.21,0.24,0.01,0.19,2022,1544,0
HIGHNY-24AUG30-T71,2024-08-31 04:00:00,0.11,0.32,0.01,0.01,1556,1613,0
HIGHNY-24AUG30-B73.5,2024-08-30 04:00:00,0.25,0.6,0.25,0.47,3016,592,0
