market_ticker,timestamp,open,high,low,close,volume,open_interest,label
KXHIGHNY-25FEB09-T35,2025-02-09 05:00:00,0.05,0.05,0.01,0.01,492,492,0
KXHIGHNY-25FEB09-T35,2025-02-10 05:00:00,0.01,0.57,0.01,0.01,61786,42604,0
KXHIGHNY-25FEB08-T37,2025-02-08 05:00:00,0.13,0.21,0.12,0.2,5012,4462,0
KXHIGHNY-25FEB08-T37,2025-02-09 05:00:00,0.2,0.31,0.01,0.01,12045,7917,0
KXHIGHNY-25FEB08-T30,2025-02-08 05:00:00,0.04,0.04,0.01,0.01,2911,2911,0
KXHIGHNY-25FEB08-T30,2025-02-09 05:00:00,0.01,0.01,0.01,0.01,110,3021,0
KXHIGHNY-25FEB08-B36.5,2025-02-08 05:00:00,0.37,0.46,0.34,0.42,814,529,0
KXHIGHNY-25FEB08-B36.5,2025-02-09 05:00:00,0.46,0.73,0.01,0.01,23476,16782,0
KXHIGHNY-25FEB08-B34.5,2025-02-08 05:00:00,0.44,0.45,0.21,0.23,4797,4496,0
KXHIGHNY-25FEB08-B34.5,2025-02-09 05:00:00,0.23,0.99,0.12,0.99,31479,13659,1
KXHIGHNY-25FEB08-B32.5,2025-02-08 05:00:00,0.16,0.21,0.06,0.11,3957,3672,0
KXHIGHNY-25FEB08-B32.5,2025-02-09 05:00:00,0.11,0.6,0.01,0.01,8339,11558,0
KXHIGHNY-25FEB08-B30.5,2025-02-08 05:00:00,0.05,0.06,0.01,0.01,1120,965,0
KXHIGHNY-25FEB08-B30.5,2025-02-09 05:00:00,0.01,0.01,0.01,0.01,256,1218,0
KXHIGHNY-25FEB07-T43,2025-02-07 05:00:00,0.13,0.2,0.04,0.04,467,337,0
KXHIGHNY-25FEB07-T43,2025-02-08 05:00:00,0.02,0.41,0.01,0.01,20683,12826,0
KXHIGHNY-25FEB07-B42.5,2025-02-07 05:00:00,0.34,0.45,0.08,0.08,1071,1011,0
KXHIGHNY-25FEB07-B42.5,2025-02-08 05:00:00,0.09,0.99,0.07,0.99,22977,15466,1
KXHIGHNY-25FEB07-B40.5,2025-02-07 05:00:00,0.35,0.57,0.34,0.57,738,667,0
KXHIGHNY-25FEB07-B40.5,2025-02-08 05:00:00,0.57,0.59,0.01,0.01,34195,34428,0
KXHIGHNY-25FEB07-B38.5,2025-02-07 05:00:00,0.11,0.35,0.07,0.35,2158,1957,0
KXHIGHNY-25FEB07-B38.5,2025-02-08 05:00:00,0.3,0.68,0.01,0.01,10070,8214,0
KXHIGHNY-25FEB07-B36.5,2025-02-07 05:00:00,0.05,0.05,0.04,0.04,239,239,0
KXHIGHNY-25FEB07-B36.5,2025-02-08 05:00:00,0.04,0.04,0.01,0.01,4150,4314,0
KXHIGHNY-25FEB06-T44,2025-02-06 05:00:00,0.05,0.08,0.05,0.06,420,410,0
KXHIGHNY-25FEB06-T44,2025-02-07 05:00:00,0.05,0.05,0.01,0.01,6114,6395,0
KXHIGHNY-25FEB06-B43.5,2025-02-06 05:00:00,0.34,0.34,0.17,0.21,1401,1352,0
KXHIGHNY-25FEB06-B43.5,2025-02-07 05:00:00,0.22,0.33,0.01,0.01,14278,12081,0
KXHIGHNY-25FEB06-B41.5,2025-02-06 05:00:00,0.38,0.48,0.37,0.4,1433,1198,0
KXHIGHNY-25FEB06-B41.5,2025-02-07 05:00:00,0.45,0.48,0.01,0.01,14908,11014,0
KXHIGHNY-25FEB06-T37,2025-02-06 05:00:00,0.05,0.05,0.01,0.01,124,124,0
KXHIGHNY-25FEB06-T37,2025-02-07 05:00:00,0.01,0.01,0.01,0.01,828,952,0
KXHIGHNY-25FEB06-B39.5,2025-02-06 05:00:00,0.11,0.32,0.11,0.31,1719,1512,0
KXHIGHNY-25FEB06-B39.5,2025-02-07 05:00:00,0.25,0.91,0.01,0.01,18431,12168,0
KXHIGHNY-25FEB06-B37.5,2025-02-06 05:00:00,0.02,0.11,0.02,0.11,588,568,0
KXHIGHNY-25FEB06-B37.5,2025-02-07 05:00:00,0.1,0.99,0.02,0.99,32498,14961,1
KXHIGHNY-25FEB05-T36,2025-02-05 05:00:00,0.14,0.35,0.11,0.3,1585,1373,0
KXHIGHNY-25FEB05-T36,2025-02-06 05:00:00,0.29,0.61,0.01,0.01,28443,9796,0
KXHIGHNY-25FEB05-B35.5,2025-02-05 05:00:00,0.34,0.45,0.31,0.42,1361,1171,0
KXHIGHNY-25FEB05-B35.5,2025-02-06 05:00:00,0.43,0.99,0.19,0.99,14094,9444,1
KXHIGHNY-25FEB05-B33.5,2025-02-05 05:00:00,0.42,0.44,0.2,0.31,4113,3974,0
KXHIGHNY-25FEB05-B33.5,2025-02-06 05:00:00,0.27,0.39,0.01,0.01,23169,16405,0
KXHIGHNY-25FEB05-B31.5,2025-02-05 05:00:00,0.11,0.17,0.03,0.05,807,799,0
KXHIGHNY-25FEB05-B31.5,2025-02-06 05:00:00,0.04,0.09,0.01,0.01,4582,5013,0
KXHIGHNY-25FEB05-T29,2025-02-05 05:00:00,0.01,0.04,0.01,0.04,34,33,0
KXHIGHNY-25FEB05-T29,2025-02-06 05:00:00,0.01,0.01,0.01,0.01,93,126,0
KXHIGHNY-25FEB05-B29.5,2025-02-05 05:00:00,0.01,0.01,0.01,0.01,102,102,0
KXHIGHNY-25FEB05-B29.5,2025-02-06 05:00:00,0.01,0.05,0.01,0.01,112,213,0
KXHIGHNY-25FEB04-T47,2025-02-04 05:00:00,0.06,0.99,0.06,0.99,10976,4494,1
KXHIGHNY-25FEB04-T47,2025-02-05 05:00:00,0.72,0.95,0.01,0.01,120489,65821,0
KXHIGHNY-25FEB04-B46.5,2025-02-04 05:00:00,0.36,0.72,0.06,0.06,4408,2625,0
KXHIGHNY-25FEB04-B46.5,2025-02-05 05:00:00,0.2,0.99,0.06,0.99,59888,32024,1
KXHIGHNY-25FEB04-B44.5,2025-02-04 05:00:00,0.61,0.65,0.01,0.01,9708,5719,0
KXHIGHNY-25FEB04-B44.5,2025-02-05 05:00:00,0.01,0.1,0.01,0.01,132700,133997,0
KXHIGHNY-25FEB04-B42.5,2025-02-04 05:00:00,0.11,0.3,0.01,0.01,7242,3626,0
KXHIGHNY-25FEB04-B42.5,2025-02-05 05:00:00,0.01,0.01,0.01,0.01,4701,8104,0
KXHIGHNY-25FEB04-B40.5,2025-02-04 05:00:00,0.01,0.07,0.01,0.01,651,651,0
KXHIGHNY-25FEB04-B40.5,2025-02-05 05:00:00,0.01,0.01,0.01,0.01,1870,2521,0
KXHIGHNY-25FEB04-T40,2025-02-04 05:00:00,0.01,0.01,0.01,0.01,1,1,0
KXHIGHNY-25FEB04-T40,2025-02-05 05:00:00,0.01,0.01,0.01,0.01,934,935,0
KXHIGHNY-25FEB03-T49,2025-02-03 05:00:00,0.2,0.2,0.11,0.11,1019,1019,0
KXHIGHNY-25FEB03-T49,2025-02-04 05:00:00,0.1,0.83,0.01,0.01,14386,6480,0
KXHIGHNY-25FEB03-T42,2025-02-03 05:00:00,0.02,0.02,0.02,0.02,5,5,0
KXHIGHNY-25FEB03-T42,2025-02-04 05:00:00,0.02,0.06,0.01,0.01,782,579,0
KXHIGHNY-25FEB03-B48.5,2025-02-03 05:00:00,0.3,0.3,0.15,0.15,848,797,0
KXHIGHNY-25FEB03-B48.5,2025-02-04 05:00:00,0.18,0.99,0.01,0.99,32320,12854,1
KXHIGHNY-25FEB03-B46.5,2025-02-03 05:00:00,0.4,0.45,0.38,0.41,228,172,0
KXHIGHNY-25FEB03-B46.5,2025-02-04 05:00:00,0.35,0.88,0.01,0.01,28044,19052,0
KXHIGHNY-25FEB03-B44.5,2025-02-03 05:00:00,0.11,0.36,0.11,0.36,513,445,0
KXHIGHNY-25FEB03-B44.5,2025-02-04 05:00:00,0.35,0.83,0.01,0.01,11081,9079,0
KXHIGHNY-25FEB03-B42.5,2025-02-03 05:00:00,0.06,0.11,0.02,0.11,145,145,0
KXHIGHNY-25FEB03-B42.5,2025-02-04 05:00:00,0.07,0.28,0.01,0.01,5576,4407,0
KXHIGHNY-25FEB02-T38,2025-02-02 05:00:00,0.13,0.36,0.08,0.13,4940,1108,0
KXHIGHNY-25FEB02-T38,2025-02-03 05:00:00,0.12,0.23,0.01,0.01,9807,5604,0
KXHIGHNY-25FEB02-B37.5,2025-02-02 05:00:00,0.36,0.39,0.31,0.33,1908,1659,0
KXHIGHNY-25FEB02-B37.5,2025-02-03 05:00:00,0.33,0.37,0.01,0.01,11712,7399,0
KXHIGHNY-25FEB02-B35.5,2025-02-02 05:00:00,0.21,0.46,0.21,0.46,2510,2266,0
KXHIGHNY-25FEB02-B35.5,2025-02-03 05:00:00,0.46,0.57,0.01,0.1,18830,9269,0
KXHIGHNY-25FEB02-B33.5,2025-02-02 05:00:00,0.11,0.19,0.06,0.15,2357,1770,0
KXHIGHNY-25FEB02-B33.5,2025-02-03 05:00:00,0.13,0.61,0.01,0.01,24142,12970,0
KXHIGHNY-25FEB02-B31.5,2025-02-02 05:00:00,0.04,0.06,0.04,0.06,33,33,0
KXHIGHNY-25FEB02-B31.5,2025-02-03 05:00:00,0.04,0.99,0.02,0.98,26249,10178,1
KXHIGHNY-25FEB02-T31,2025-02-02 05:00:00,0.04,0.04,0.04,0.04,46,46,0
KXHIGHNY-25FEB02-T31,2025-02-03 05:00:00,0.03,0.49,0.01,0.01,37375,20735,0
KXHIGHNY-25FEB01-T48,2025-02-01 05:00:00,0.05,0.67,0.01,0.32,4722,4230,0
KXHIGHNY-25FEB01-T48,2025-02-02 05:00:00,0.43,0.56,0.01,0.01,16180,15434,0
KXHIGHNY-25FEB01-B47.5,2025-02-01 05:00:00,0.11,0.78,0.04,0.69,11863,6223,0
KXHIGHNY-25FEB01-B47.5,2025-02-02 05:00:00,0.69,0.99,0.02,0.99,59724,49649,1
KXHIGHNY-25FEB01-B45.5,2025-02-01 05:00:00,0.35,0.7,0.01,0.01,21151,10768,0
KXHIGHNY-25FEB01-B45.5,2025-02-02 05:00:00,0.01,0.01,0.01,0.01,9073,19841,0
KXHIGHNY-25FEB01-B43.5,2025-02-01 05:00:00,0.35,0.64,0.01,0.01,10709,4122,0
KXHIGHNY-25FEB01-B43.5,2025-02-02 05:00:00,0.01,0.01,0.01,0.01,7573,11491,0
KXHIGHNY-25FEB01-B41.5,2025-02-01 05:00:00,0.09,0.27,0.01,0.01,3501,2548,0
KXHIGHNY-25FEB01-B41.5,2025-02-02 05:00:00,0.01,0.01,0.01,0.01,841,3389,0
KXHIGHNY-25FEB01-T41,2025-02-01 05:00:00,0.04,0.99,0.01,0.01,6279,5055,0
KXHIGHNY-25FEB01-T41,2025-02-02 05:00:00,0.01,0.01,0.01,0.01,21060,26003,0
KXHIGHNY-25JAN31-T44,2025-01-31 05:00:00,0.13,0.6,0.13,0.41,1245,769,0
KXHIGHNY-25JAN31-T44,2025-02-01 05:00:00,0.38,0.99,0.34,0.99,12835,9503,1
KXHIGHNY-25JAN31-B43.5,2025-01-31 05:00:00,0.32,0.46,0.26,0.44,2427,1883,0
KXHIGHNY-25JAN31-B43.5,2025-02-01 05:00:00,0.44,0.5,0.01,0.01,14074,10398,0
KXHIGHNY-25JAN31-B41.5,2025-01-31 05:00:00,0.2,0.2,0.08,0.08,1354,1099,0
KXHIGHNY-25JAN31-B41.5,2025-02-01 05:00:00,0.14,0.89,0.01,0.01,5231,4658,0
KXHIGHNY-25JAN31-B39.5,2025-01-31 05:00:00,0.11,0.11,0.04,0.08,1655,1655,0
KXHIGHNY-25JAN31-B39.5,2025-02-01 05:00:00,0.01,0.05,0.01,0.05,1276,2730,0
KXHIGHNY-25JAN30-T39,2025-01-30 05:00:00,0.14,0.36,0.14,0.23,3380,3039,0
KXHIGHNY-25JAN30-T39,2025-01-31 05:00:00,0.2,0.33,0.01,0.03,35073,22479,0
KXHIGHNY-25JAN30-B38.5,2025-01-30 05:00:00,0.33,0.49,0.33,0.34,2505,2031,0
KXHIGHNY-25JAN30-B38.5,2025-01-31 05:00:00,0.4,0.99,0.04,0.99,33172,14480,1
KXHIGHNY-25JAN30-B36.5,2025-01-30 05:00:00,0.25,0.36,0.23,0.31,1418,1247,0
KXHIGHNY-25JAN30-B36.5,2025-01-31 05:00:00,0.31,0.97,0.01,0.01,46970,22172,0
KXHIGHNY-25JAN30-B34.5,2025-01-30 05:00:00,0.12,0.12,0.04,0.09,1986,1986,0
KXHIGHNY-25JAN30-B34.5,2025-01-31 05:00:00,0.05,0.95,0.01,0.01,44567,20785,0
KXHIGHNY-25JAN30-B32.5,2025-01-31 05:00:00,0.01,0.01,0.01,0.01,5027,3527,0
KXHIGHNY-25JAN29-T48,2025-01-29 05:00:00,0.13,0.68,0.09,0.6,6773,4289,0
KXHIGHNY-25JAN29-T48,2025-01-30 05:00:00,0.62,0.99,0.53,0.99,18036,9800,1
KXHIGHNY-25JAN29-B47.5,2025-01-29 05:00:00,0.34,0.62,0.25,0.29,2692,2527,0
KXHIGHNY-25JAN29-B47.5,2025-01-30 05:00:00,0.29,0.58,0.01,0.01,7292,6642,0
KXHIGHNY-25JAN29-B45.5,2025-01-29 05:00:00,0.31,0.34,0.1,0.13,2692,2047,0
KXHIGHNY-25JAN29-B45.5,2025-01-30 05:00:00,0.1,0.13,0.01,0.01,3055,4710,0
KXHIGHNY-25JAN29-B43.5,2025-01-29 05:00:00,0.1,0.12,0.03,0.03,2171,1922,0
KXHIGHNY-25JAN29-B43.5,2025-01-30 05:00:00,0.03,0.03,0.01,0.01,551,2422,0
KXHIGHNY-25JAN29-B41.5,2025-01-29 05:00:00,0.03,0.04,0.03,0.04,229,229,0
KXHIGHNY-25JAN29-B41.5,2025-01-30 05:00:00,0.01,0.01,0.01,0.01,15,244,0
KXHIGHNY-25JAN29-T41,2025-01-30 05:00:00,0.01,0.01,0.01,0.01,187,187,0
KXHIGHNY-25JAN28-T38,2025-01-28 05:00:00,0.13,0.73,0.13,0.65,2484,1813,0
KXHIGHNY-25JAN28-T38,2025-01-29 05:00:00,0.56,0.99,0.56,0.99,11470,11513,1
KXHIGHNY-25JAN28-B37.5,2025-01-28 05:00:00,0.08,0.46,0.08,0.46,829,713,0
KXHIGHNY-25JAN28-B37.5,2025-01-29 05:00:00,0.34,0.7,0.01,0.01,11775,11961,0
KXHIGHNY-25JAN28-B35.5,2025-01-28 05:00:00,0.46,0.46,0.01,0.01,815,695,0
KXHIGHNY-25JAN28-B35.5,2025-01-29 05:00:00,0.01,0.01,0.01,0.01,286,898,0
KXHIGHNY-25JAN28-B33.5,2025-01-28 05:00:00,0.1,0.1,0.02,0.02,239,239,0
KXHIGHNY-25JAN28-B33.5,2025-01-29 05:00:00,0.01,0.01,0.01,0.01,46,285,0
KXHIGHNY-25JAN28-B31.5,2025-01-28 05:00:00,0.01,0.01,0.01,0.01,18,18,0
KXHIGHNY-25JAN28-B31.5,2025-01-29 05:00:00,0.01,0.01,0.01,0.01,46,64,0
KXHIGHNY-25JAN28-T31,2025-01-29 05:00:00,0.01,0.01,0.01,0.01,46,46,0
KXHIGHNY-25JAN27-T41,2025-01-27 05:00:00,0.13,0.44,0.13,0.27,4758,4012,0
KXHIGHNY-25JAN27-T41,2025-01-28 05:00:00,0.24,0.43,0.01,0.01,21705,10001,0
KXHIGHNY-25JAN27-B40.5,2025-01-27 05:00:00,0.34,0.83,0.34,0.45,2194,1833,0
KXHIGHNY-25JAN27-B40.5,2025-01-28 05:00:00,0.45,0.99,0.15,0.99,13901,7073,1
KXHIGHNY-25JAN27-B38.5,2025-01-27 05:00:00,0.26,0.83,0.2,0.35,5015,4819,0
KXHIGHNY-25JAN27-B38.5,2025-01-28 05:00:00,0.35,0.93,0.01,0.01,24566,15730,0
KXHIGHNY-25JAN27-B36.5,2025-01-27 05:00:00,0.11,0.11,0.02,0.04,372,372,0
KXHIGHNY-25JAN27-B36.5,2025-01-28 05:00:00,0.05,0.05,0.01,0.01,7983,6259,0
KXHIGHNY-25JAN27-B34.5,2025-01-27 05:00:00,0.04,0.04,0.01,0.01,271,221,0
KXHIGHNY-25JAN27-T34,2025-01-27 05:00:00,0.01,0.01,0.01,0.01,6,6,0
KXHIGHNY-25JAN27-T34,2025-01-28 05:00:00,0.01,0.01,0.01,0.01,467,473,0
KXHIGHNY-25JAN26-T42,2025-01-26 05:00:00,0.13,0.23,0.05,0.22,1168,990,0
KXHIGHNY-25JAN26-T42,2025-01-27 05:00:00,0.19,0.99,0.07,0.99,59184,36912,1
KXHIGHNY-25JAN26-T35,2025-01-26 05:00:00,0.05,0.09,0.01,0.01,610,610,0
KXHIGHNY-25JAN26-B41.5,2025-01-26 05:00:00,0.33,0.65,0.28,0.48,2580,2088,0
KXHIGHNY-25JAN26-B41.5,2025-01-27 05:00:00,0.48,0.77,0.01,0.01,15869,10304,0
KXHIGHNY-25JAN26-B39.5,2025-01-26 05:00:00,0.28,0.45,0.26,0.33,2757,2541,0
KXHIGHNY-25JAN26-B39.5,2025-01-27 05:00:00,0.28,0.5,0.01,0.01,42013,31336,0
KXHIGHNY-25JAN26-B37.5,2025-01-26 05:00:00,0.12,0.23,0.06,0.08,2975,2360,0
KXHIGHNY-25JAN26-B37.5,2025-01-27 05:00:00,0.05,0.05,0.01,0.01,1663,2637,0
KXHIGHNY-25JAN26-B35.5,2025-01-26 05:00:00,0.05,0.09,0.01,0.01,667,486,0
KXHIGHNY-25JAN25-T33,2025-01-25 05:00:00,0.11,0.27,0.11,0.2,1763,1063,0
KXHIGHNY-25JAN25-T33,2025-01-26 05:00:00,0.15,0.26,0.01,0.01,19207,11240,0
KXHIGHNY-25JAN25-B32.5,2025-01-25 05:00:00,0.3,0.66,0.3,0.55,4150,3878,0
KXHIGHNY-25JAN25-B32.5,2025-01-26 05:00:00,0.55,0.99,0.01,0.99,36065,15181,1
KXHIGHNY-25JAN25-B30.5,2025-01-25 05:00:00,0.41,0.48,0.25,0.25,4175,2454,0
KXHIGHNY-25JAN25-B30.5,2025-01-26 05:00:00,0.25,0.99,0.01,0.01,63037,41428,0
KXHIGHNY-25JAN25-B28.5,2025-01-25 05:00:00,0.3,0.3,0.01,0.05,3210,3180,0
KXHIGHNY-25JAN25-B28.5,2025-01-26 05:00:00,0.02,0.07,0.01,0.01,12213,14887,0
KXHIGHNY-25JAN25-B26.5,2025-01-25 05:00:00,0.04,0.04,0.01,0.01,1477,1477,0
KXHIGHNY-25JAN25-B26.5,2025-01-26 05:00:00,0.01,0.01,0.01,0.01,6,1477,0
KXHIGHNY-25JAN24-T34,2025-01-24 05:00:00,0.14,0.33,0.06,0.08,1375,814,0
KXHIGHNY-25JAN24-T34,2025-01-25 05:00:00,0.08,0.11,0.01,0.01,13485,10504,0
KXHIGHNY-25JAN24-B33.5,2025-01-24 05:00:00,0.34,0.45,0.3,0.35,1202,801,0
KXHIGHNY-25JAN24-B33.5,2025-01-25 05:00:00,0.35,0.99,0.09,0.99,16921,8417,1
KXHIGHNY-25JAN24-B31.5,2025-01-24 05:00:00,0.28,0.57,0.2,0.55,3157,2170,0
KXHIGHNY-25JAN24-B31.5,2025-01-25 05:00:00,0.55,0.86,0.01,0.01,43220,28521,0
KXHIGHNY-25JAN24-B29.5,2025-01-24 05:00:00,0.11,0.15,0.06,0.13,1618,1119,0
KXHIGHNY-25JAN24-B29.5,2025-01-25 05:00:00,0.13,0.13,0.01,0.01,2827,2539,0
KXHIGHNY-25JAN24-T27,2025-01-24 05:00:00,0.01,0.02,0.01,0.02,366,366,0
KXHIGHNY-25JAN24-B27.5,2025-01-24 05:00:00,0.02,0.02,0.02,0.02,20,20,0
KXHIGHNY-25JAN24-B27.5,2025-01-25 05:00:00,0.01,0.01,0.01,0.01,200,220,0
KXHIGHNY-25JAN23-T33,2025-01-23 05:00:00,0.05,0.06,0.03,0.06,289,289,0
KXHIGHNY-25JAN23-T33,2025-01-24 05:00:00,0.06,0.06,0.01,0.01,568,857,0
KXHIGHNY-25JAN23-B32.5,2025-01-23 05:00:00,0.1,0.15,0.03,0.11,2417,1489,0
KXHIGHNY-25JAN23-B32.5,2025-01-24 05:00:00,0.11,0.13,0.01,0.01,6924,5557,0
KXHIGHNY-25JAN23-B30.5,2025-01-23 05:00:00,0.46,0.53,0.34,0.43,1622,956,0
KXHIGHNY-25JAN23-B30.5,2025-01-24 05:00:00,0.5,0.62,0.01,0.01,23985,14599,0
KXHIGHNY-25JAN23-B28.5,2025-01-23 05:00:00,0.26,0.44,0.26,0.42,1169,1034,0
KXHIGHNY-25JAN23-B28.5,2025-01-24 05:00:00,0.42,0.99,0.28,0.99,36857,16634,1
KXHIGHNY-25JAN23-B26.5,2025-01-23 05:00:00,0.1,0.1,0.01,0.01,278,243,0
KXHIGHNY-25JAN23-B26.5,2025-01-24 05:00:00,0.06,0.22,0.01,0.01,32402,19191,0
KXHIGHNY-25JAN23-T26,2025-01-23 05:00:00,0.04,0.04,0.01,0.01,11,11,0
KXHIGHNY-25JAN23-T26,2025-01-24 05:00:00,0.04,0.08,0.01,0.01,1839,1825,0
KXHIGHNY-25JAN22-T23,2025-01-22 05:00:00,0.13,0.14,0.03,0.03,432,363,0
KXHIGHNY-25JAN22-T23,2025-01-23 05:00:00,0.08,0.11,0.01,0.01,3185,2645,0
KXHIGHNY-25JAN22-B22.5,2025-01-22 05:00:00,0.07,0.75,0.07,0.39,1608,1291,0
KXHIGHNY-25JAN22-B22.5,2025-01-23 05:00:00,0.4,0.48,0.01,0.01,11035,5918,0
KXHIGHNY-25JAN22-B20.5,2025-01-22 05:00:00,0.46,0.56,0.33,0.43,1659,1388,0
KXHIGHNY-25JAN22-B20.5,2025-01-23 05:00:00,0.44,0.99,0.1,0.99,13043,8702,1
KXHIGHNY-25JAN22-B18.5,2025-01-22 05:00:00,0.11,0.4,0.09,0.14,4089,3585,0
KXHIGHNY-25JAN22-B18.5,2025-01-23 05:00:00,0.09,0.2,0.01,0.01,27911,19116,0
KXHIGHNY-25JAN22-B16.5,2025-01-22 05:00:00,0.09,0.09,0.05,0.06,414,414,0
KXHIGHNY-25JAN22-B16.5,2025-01-23 05:00:00,0.01,0.01,0.01,0.01,300,714,0
KXHIGHNY-25JAN22-T16,2025-01-22 05:00:00,0.03,0.03,0.01,0.01,1800,900,0
KXHIGHNY-25JAN21-T22,2025-01-21 05:00:00,0.13,0.3,0.13,0.2,733,683,0
KXHIGHNY-25JAN21-T22,2025-01-22 05:00:00,0.03,0.09,0.01,0.01,1958,2096,0
KXHIGHNY-25JAN21-B21.5,2025-01-21 05:00:00,0.32,0.44,0.3,0.34,1250,762,0
KXHIGHNY-25JAN21-B21.5,2025-01-22 05:00:00,0.34,0.41,0.01,0.01,8398,4488,0
KXHIGHNY-25JAN21-B19.5,2025-01-21 05:00:00,0.22,0.46,0.22,0.46,3126,3081,0
KXHIGHNY-25JAN21-B19.5,2025-01-22 05:00:00,0.46,0.99,0.42,0.99,17306,14975,1
KXHIGHNY-25JAN21-B17.5,2025-01-21 05:00:00,0.12,0.18,0.1,0.1,2581,2394,0
KXHIGHNY-25JAN21-B17.5,2025-01-22 05:00:00,0.16,0.2,0.01,0.01,10220,8856,0
KXHIGHNY-25JAN21-B15.5,2025-01-21 05:00:00,0.05,0.06,0.01,0.01,1954,1954,0
KXHIGHNY-25JAN21-B15.5,2025-01-22 05:00:00,0.02,0.04,0.01,0.01,6848,4878,0
KXHIGHNY-25JAN21-T15,2025-01-21 05:00:00,0.05,0.06,0.01,0.01,4558,2358,0
KXHIGHNY-25JAN20-T29,2025-01-20 05:00:00,0.13,0.42,0.02,0.02,2652,1422,0
KXHIGHNY-25JAN20-T29,2025-01-21 05:00:00,0.14,0.24,0.01,0.01,1640,2397,0
KXHIGHNY-25JAN20-B28.5,2025-01-20 05:00:00,0.36,0.52,0.1,0.1,4598,1308,0
KXHIGHNY-25JAN20-B28.5,2025-01-21 05:00:00,0.22,0.53,0.01,0.01,5942,4137,0
KXHIGHNY-25JAN20-B26.5,2025-01-20 05:00:00,0.46,0.78,0.18,0.65,6712,3342,0
KXHIGHNY-25JAN20-B26.5,2025-01-21 05:00:00,0.6,0.99,0.31,0.99,8372,6014,1
KXHIGHNY-25JAN20-B24.5,2025-01-20 05:00:00,0.42,0.42,0.01,0.08,7366,3379,0
KXHIGHNY-25JAN20-B24.5,2025-01-21 05:00:00,0.23,0.57,0.01,0.01,13214,9873,0
KXHIGHNY-25JAN20-B22.5,2025-01-20 05:00:00,0.01,0.02,0.01,0.01,2194,2194,0
KXHIGHNY-25JAN20-B22.5,2025-01-21 05:00:00,0.01,0.01,0.01,0.01,4675,6869,0
KXHIGHNY-25JAN20-T22,2025-01-20 05:00:00,0.01,0.05,0.01,0.05,456,456,0
KXHIGHNY-25JAN20-T22,2025-01-21 05:00:00,0.01,0.01,0.01,0.01,561,1017,0
KXHIGHNY-25JAN19-T42,2025-01-19 05:00:00,0.06,0.21,0.01,0.02,4902,3982,0
KXHIGHNY-25JAN19-T42,2025-01-20 05:00:00,0.02,0.11,0.01,0.01,6318,7077,0
KXHIGHNY-25JAN19-B41.5,2025-01-19 05:00:00,0.32,0.89,0.2,0.89,7956,3780,0
KXHIGHNY-25JAN19-B41.5,2025-01-20 05:00:00,0.87,0.99,0.4,0.99,25468,18864,1
KXHIGHNY-25JAN19-B39.5,2025-01-19 05:00:00,0.45,0.66,0.02,0.07,9174,5469,0
KXHIGHNY-25JAN19-B39.5,2025-01-20 05:00:00,0.13,0.4,0.01,0.01,48295,25920,0
KXHIGHNY-25JAN19-B37.5,2025-01-19 05:00:00,0.13,0.97,0.01,0.01,9481,4656,0
KXHIGHNY-25JAN19-B37.5,2025-01-20 05:00:00,0.01,0.01,0.01,0.01,9357,13617,0
KXHIGHNY-25JAN19-B35.5,2025-01-19 05:00:00,0.01,0.04,0.01,0.03,484,484,0
KXHIGHNY-25JAN19-B35.5,2025-01-20 05:00:00,0.01,0.01,0.01,0.01,1961,2445,0
KXHIGHNY-25JAN19-T35,2025-01-19 05:00:00,0.01,0.05,0.01,0.05,237,237,0
KXHIGHNY-25JAN19-T35,2025-01-20 05:00:00,0.01,0.01,0.01,0.01,466,703,0
KXHIGHNY-25JAN18-T48,2025-01-18 05:00:00,0.02,0.02,0.02,0.02,20,20,0
KXHIGHNY-25JAN18-T48,2025-01-19 05:00:00,0.1,0.1,0.01,0.01,4425,4093,0
KXHIGHNY-25JAN18-B47.5,2025-01-18 05:00:00,0.07,0.29,0.07,0.24,972,385,0
KXHIGHNY-25JAN18-B47.5,2025-01-19 05:00:00,0.25,0.51,0.01,0.04,10981,5222,0
KXHIGHNY-25JAN18-T41,2025-01-18 05:00:00,0.05,0.05,0.04,0.04,47,47,0
KXHIGHNY-25JAN18-T41,2025-01-19 05:00:00,0.01,0.01,0.01,0.01,246,247,0
KXHIGHNY-25JAN18-B45.5,2025-01-18 05:00:00,0.42,0.5,0.4,0.48,497,409,0
KXHIGHNY-25JAN18-B45.5,2025-01-19 05:00:00,0.49,0.99,0.26,0.99,9298,4332,1
KXHIGHNY-25JAN18-B43.5,2025-01-18 05:00:00,0.11,0.37,0.11,0.24,987,848,0
KXHIGHNY-25JAN18-B43.5,2025-01-19 05:00:00,0.24,0.35,0.01,0.01,12367,8604,0
KXHIGHNY-25JAN18-B41.5,2025-01-18 05:00:00,0.08,0.08,0.05,0.05,482,482,0
KXHIGHNY-25JAN18-B41.5,2025-01-19 05:00:00,0.02,0.1,0.01,0.1,297,779,0
KXHIGHNY-25JAN17-T42,2025-01-17 05:00:00,0.07,0.12,0.01,0.07,2429,1772,0
KXHIGHNY-25JAN17-T42,2025-01-18 05:00:00,0.01,0.34,0.01,0.01,18233,10040,0
KXHIGHNY-25JAN17-B41.5,2025-01-17 05:00:00,0.33,0.36,0.24,0.3,2582,2552,0
